code_module,code_presentation,id_student,id_site,date,sum_click
BBB,2013B,153704,542811,46,1
BBB,2013B,123860,542811,46,1
BBB,2013B,123860,542891,46,1
BBB,2013B,123860,542811,46,1
BBB,2013B,123860,542864,46,3
BBB,2013B,123860,542811,46,3
BBB,2013B,126322,542864,46,1
BBB,2013B,109938,542811,46,1
BBB,2013B,109938,542864,46,2
BBB,2013B,110881,542811,46,1
BBB,2013B,110881,542811,46,1
BBB,2013B,110881,542891,46,1
BBB,2013B,110881,542864,46,4
BBB,2013B,116603,542864,46,3
BBB,2013B,133748,543076,46,1
BBB,2013B,133748,542811,46,2
BBB,2013B,133748,542811,46,1
BBB,2013B,133748,543051,46,1
BBB,2013B,133748,542864,46,5
BBB,2013B,84664,543055,46,1
BBB,2013B,84664,542864,46,1
BBB,2013B,82741,542807,46,4
BBB,2013B,82741,543088,46,1
BBB,2013B,82741,543065,46,1
BBB,2013B,82741,543193,46,1
BBB,2013B,82741,543055,46,2
BBB,2013B,82741,543066,46,2
BBB,2013B,82741,543186,46,3
BBB,2013B,82741,543190,46,1
BBB,2013B,82741,543169,46,3
BBB,2013B,82741,542807,46,16
BBB,2013B,82741,542811,46,1
BBB,2013B,82741,543038,46,1
BBB,2013B,82741,543051,46,1
BBB,2013B,82741,542864,46,13
BBB,2013B,82741,542811,46,2
BBB,2013B,82741,543054,46,3
BBB,2013B,82741,543113,46,1
BBB,2013B,82741,543253,46,1
BBB,2013B,34353,542807,46,3
BBB,2013B,34229,542864,46,8
BBB,2013B,34229,542811,46,6
BBB,2013B,34229,542811,46,8
BBB,2013B,34229,542807,46,1
BBB,2013B,33666,542807,46,17
BBB,2013B,33666,542807,46,13
BBB,2013B,34353,542807,46,4
BBB,2013B,33666,542811,46,1
BBB,2013B,33666,542864,46,2
BBB,2013B,34353,542864,46,1
BBB,2013B,87732,542864,46,1
BBB,2013B,92832,542811,46,1
BBB,2013B,92947,542891,46,2
BBB,2013B,92947,542864,46,15
BBB,2013B,92832,542891,46,1
BBB,2013B,92947,543055,46,1
BBB,2013B,92274,543086,46,1
BBB,2013B,92832,542891,46,1
BBB,2013B,92274,543273,46,1
BBB,2013B,92274,543275,46,1
BBB,2013B,92832,542811,46,1
BBB,2013B,92832,542891,46,1
BBB,2013B,92832,542891,46,1
BBB,2013B,92832,542864,46,6
BBB,2013B,92274,543281,46,1
BBB,2013B,92947,542892,46,1
BBB,2013B,92832,543055,46,1
BBB,2013B,92274,543282,46,1
BBB,2013B,92274,543283,46,1
BBB,2013B,92832,542891,46,1
BBB,2013B,92947,542811,46,2
BBB,2013B,92832,542891,46,7
BBB,2013B,97154,542811,46,7
BBB,2013B,97154,543186,46,1
BBB,2013B,97154,542807,46,14
BBB,2013B,97154,543054,46,3
BBB,2013B,97154,542807,46,9
BBB,2013B,97154,542864,46,5
BBB,2013B,97154,542811,46,5
BBB,2013B,91322,542864,46,4
BBB,2013B,91322,542807,46,1
BBB,2013B,91322,542807,46,6
BBB,2013B,91322,542807,46,7
BBB,2013B,94616,542864,46,1
BBB,2013B,92947,542811,46,1
BBB,2013B,50993,542807,46,1
BBB,2013B,50993,542811,46,3
BBB,2013B,50993,542864,46,6
BBB,2013B,50993,543055,46,3
BBB,2013B,50993,543038,46,2
BBB,2013B,50993,543020,46,1
BBB,2013B,50993,543113,46,1
BBB,2013B,50993,542811,46,3
BBB,2013B,75399,542864,46,1
BBB,2013B,75399,543055,46,1
BBB,2013B,74695,542811,46,3
BBB,2013B,74695,542864,46,1
BBB,2013B,74695,542811,46,2
BBB,2013B,29144,542864,46,1
BBB,2013B,25107,542864,46,3
BBB,2013B,31663,542795,46,1
BBB,2013B,31663,543193,46,1
BBB,2013B,31663,543194,46,1
BBB,2013B,31663,542807,46,14
BBB,2013B,31663,542811,46,3
BBB,2013B,31663,542864,46,9
BBB,2013B,31663,542807,46,6
BBB,2013B,31663,543294,46,1
BBB,2013B,31663,543055,46,2
BBB,2013B,31663,542811,46,1
BBB,2013B,31663,542795,46,1
BBB,2013B,31663,543301,46,1
BBB,2013B,31663,542811,46,4
BBB,2013B,31663,543051,46,2
BBB,2013B,309709,542864,46,1
BBB,2013B,313810,543054,46,1
BBB,2013B,313810,543190,46,2
BBB,2013B,313810,543186,46,1
BBB,2013B,313810,543065,46,1
BBB,2013B,313810,543066,46,1
BBB,2013B,313810,542864,46,6
BBB,2013B,313810,543169,46,1
BBB,2013B,306886,542891,46,1
BBB,2013B,306886,542891,46,2
BBB,2013B,306886,542891,46,1
BBB,2013B,306886,542864,46,3
BBB,2013B,306886,542891,46,8
BBB,2013B,306886,542891,46,1
BBB,2013B,306886,542891,46,2
BBB,2013B,298476,543028,46,1
BBB,2013B,298476,542811,46,7
BBB,2013B,298476,543050,46,1
BBB,2013B,298476,543058,46,1
BBB,2013B,298476,542811,46,6
BBB,2013B,298476,542807,46,2
BBB,2013B,298476,542864,46,8
BBB,2013B,298476,542807,46,3
BBB,2013B,294961,542891,46,2
BBB,2013B,294961,543088,46,1
BBB,2013B,294961,542864,46,6
BBB,2013B,294961,543065,46,2
BBB,2013B,294961,543055,46,3
BBB,2013B,294961,542811,46,3
BBB,2013B,294961,542891,46,1
BBB,2013B,294961,543190,46,1
BBB,2013B,294961,542891,46,4
BBB,2013B,294961,542891,46,1
BBB,2013B,294961,542891,46,1
BBB,2013B,294999,542864,46,1
BBB,2013B,294961,542891,46,7
BBB,2013B,294961,542811,46,3
BBB,2013B,276717,542864,46,2
BBB,2013B,277733,542891,46,1
BBB,2013B,277733,542891,46,7
BBB,2013B,277733,542864,46,3
BBB,2013B,277733,542891,46,1
BBB,2013B,277733,542811,46,3
BBB,2013B,277733,542891,46,1
BBB,2013B,277733,542811,46,1
BBB,2013B,277733,542891,46,1
BBB,2013B,277733,542891,46,1
BBB,2013B,277733,542811,46,2
BBB,2013B,278447,542811,46,2
BBB,2013B,278447,542811,46,1
BBB,2013B,278447,542864,46,2
BBB,2013B,281564,542807,46,3
BBB,2013B,281564,542864,46,5
BBB,2013B,281564,542807,46,11
BBB,2013B,281564,542811,46,1
BBB,2013B,281564,542811,46,2
BBB,2013B,226374,542891,46,1
BBB,2013B,226374,542891,46,1
BBB,2013B,226374,542891,46,1
BBB,2013B,226374,542811,46,2
BBB,2013B,226827,542811,46,3
BBB,2013B,226827,542864,46,2
BBB,2013B,226827,542811,46,1
BBB,2013B,226374,542811,46,3
BBB,2013B,226827,543086,46,1
BBB,2013B,226374,542864,46,8
BBB,2013B,226374,542891,46,15
BBB,2013B,226374,542891,46,15
BBB,2013B,226374,542891,46,7
BBB,2013B,229426,542864,46,1
BBB,2013B,229240,543055,46,4
BBB,2013B,229240,543113,46,2
BBB,2013B,229240,542864,46,2
BBB,2013B,229240,543270,46,1
BBB,2013B,173316,542811,46,5
BBB,2013B,173316,542807,46,11
BBB,2013B,173316,542811,46,3
BBB,2013B,173316,542864,46,6
BBB,2013B,173316,542804,46,1
BBB,2013B,173316,542795,46,1
BBB,2013B,173316,542807,46,2
BBB,2013B,173316,542807,46,3
BBB,2013B,173316,542795,46,8
BBB,2013B,188152,543055,46,2
BBB,2013B,188152,543088,46,1
BBB,2013B,188152,542864,46,8
BBB,2013B,188152,542811,46,6
BBB,2013B,188152,542811,46,8
BBB,2013B,185349,542807,46,13
BBB,2013B,185349,542811,46,1
BBB,2013B,185349,542811,46,2
BBB,2013B,185349,542807,46,14
BBB,2013B,185349,542864,46,3
BBB,2013B,154540,542864,46,1
BBB,2013B,154540,542811,46,1
BBB,2013B,154540,542811,46,1
BBB,2013B,204746,542811,46,2
BBB,2013B,204746,542864,46,2
BBB,2013B,198956,542811,46,4
BBB,2013B,198956,542807,46,13
BBB,2013B,198956,542807,46,11
BBB,2013B,198956,542864,46,6
BBB,2013B,197595,542864,46,2
BBB,2013B,197595,542811,46,2
BBB,2013B,197595,542811,46,2
BBB,2013B,198956,542811,46,2
BBB,2013B,200905,543038,46,1
BBB,2013B,200905,542892,46,1
BBB,2013B,200905,543055,46,4
BBB,2013B,200905,542795,46,1
BBB,2013B,200905,543301,46,1
BBB,2013B,200905,542807,46,5
BBB,2013B,200905,542807,46,5
BBB,2013B,200905,542811,46,4
BBB,2013B,200905,542804,46,3
BBB,2013B,200905,542864,46,14
BBB,2013B,200905,542795,46,3
BBB,2013B,200905,543020,46,2
BBB,2013B,200905,542811,46,1
BBB,2013B,200905,542811,46,3
BBB,2013B,199520,542811,46,1
BBB,2013B,199520,542811,46,1
BBB,2013B,199520,542864,46,1
BBB,2013B,165243,542807,46,4
BBB,2013B,165243,542864,46,11
BBB,2013B,165243,542807,46,4
BBB,2013B,165243,543038,46,1
BBB,2013B,193822,542795,46,2
BBB,2013B,193822,542864,46,3
BBB,2013B,193822,542811,46,3
BBB,2013B,193822,543055,46,1
BBB,2013B,193822,542811,46,4
BBB,2013B,197595,542811,46,1
BBB,2013B,193822,542795,46,3
BBB,2013B,324236,542795,46,1
BBB,2013B,324236,542807,46,20
BBB,2013B,324236,542807,46,50
BBB,2013B,324236,542807,46,6
BBB,2013B,324236,542795,46,1
BBB,2013B,324236,542864,46,12
BBB,2013B,324236,542807,46,1
BBB,2013B,324236,542811,46,1
BBB,2013B,324236,542811,46,1
BBB,2013B,322960,542864,46,3
BBB,2013B,322960,543055,46,1
BBB,2013B,319209,542891,46,2
BBB,2013B,319209,542864,46,4
BBB,2013B,319209,542891,46,1
BBB,2013B,319209,542891,46,7
BBB,2013B,319209,543055,46,2
BBB,2013B,319209,542891,46,1
BBB,2013B,319209,542891,46,1
BBB,2013B,319209,542891,46,1
BBB,2013B,316841,542864,46,2
BBB,2013B,316841,542811,46,1
BBB,2013B,318056,542811,46,2
BBB,2013B,318056,542811,46,3
BBB,2013B,318056,542864,46,3
BBB,2013B,335910,542864,46,3
BBB,2013B,335910,542811,46,1
BBB,2013B,335910,543041,46,2
BBB,2013B,335910,543037,46,1
BBB,2013B,335910,543036,46,1
BBB,2013B,335910,542811,46,1
BBB,2013B,339379,542811,46,1
BBB,2013B,339379,542864,46,2
BBB,2013B,339379,542811,46,1
BBB,2013B,338861,542864,46,1
BBB,2013B,339946,542811,46,4
BBB,2013B,339946,542811,46,1
BBB,2013B,340831,542794,46,1
BBB,2013B,339946,542795,46,3
BBB,2013B,339946,542795,46,2
BBB,2013B,340831,542864,46,2
BBB,2013B,339946,543055,46,1
BBB,2013B,339946,542864,46,10
BBB,2013B,340831,542811,46,1
BBB,2013B,340831,542811,46,2
BBB,2013B,339946,542811,46,2
BBB,2013B,335421,542891,46,1
BBB,2013B,335421,542891,46,1
BBB,2013B,335421,542891,46,4
BBB,2013B,335421,542864,46,3
BBB,2013B,335421,542891,46,1
BBB,2013B,335421,542891,46,8
BBB,2013B,329800,542864,46,1
BBB,2013B,325511,542864,46,1
BBB,2013B,331354,543086,46,1
BBB,2013B,331354,542864,46,7
BBB,2013B,501879,542864,46,2
BBB,2013B,500585,542811,46,1
BBB,2013B,500507,543186,46,1
BBB,2013B,500507,543242,46,1
BBB,2013B,500507,543054,46,2
BBB,2013B,500507,542811,46,4
BBB,2013B,500585,542811,46,8
BBB,2013B,500507,542864,46,9
BBB,2013B,500507,542811,46,6
BBB,2013B,500585,542864,46,1
BBB,2013B,500507,543190,46,1
BBB,2013B,500507,543066,46,2
BBB,2013B,500507,543055,46,6
BBB,2013B,500507,543065,46,1
BBB,2013B,500507,543058,46,2
BBB,2013B,500507,543088,46,2
BBB,2013B,500507,543169,46,1
BBB,2013B,500585,542811,46,2
BBB,2013B,500719,542891,46,2
BBB,2013B,500659,542807,46,9
BBB,2013B,500659,542807,46,8
BBB,2013B,500659,543324,46,1
BBB,2013B,500719,543145,46,1
BBB,2013B,500719,542811,46,10
BBB,2013B,500719,543056,46,1
BBB,2013B,500719,542811,46,5
BBB,2013B,500659,542807,46,4
BBB,2013B,500719,543181,46,1
BBB,2013B,500659,542795,46,1
BBB,2013B,500659,542864,46,5
BBB,2013B,500719,542891,46,2
BBB,2013B,500659,542811,46,4
BBB,2013B,500719,542864,46,10
BBB,2013B,500659,542811,46,1
BBB,2013B,500719,542807,46,6
BBB,2013B,500659,543324,46,1
BBB,2013B,500719,542807,46,10
BBB,2013B,500719,542807,46,1
BBB,2013B,500815,543020,46,1
BBB,2013B,500958,542864,46,5
BBB,2013B,500815,542864,46,14
BBB,2013B,500815,542807,46,15
BBB,2013B,500791,543113,46,1
BBB,2013B,500958,542807,46,9
BBB,2013B,500791,542807,46,2
BBB,2013B,500815,542795,46,1
BBB,2013B,500815,542811,46,2
BBB,2013B,500791,542864,46,8
BBB,2013B,500791,543020,46,1
BBB,2013B,500815,542795,46,1
BBB,2013B,500815,542807,46,17
BBB,2013B,500791,543038,46,2
BBB,2013B,500958,542795,46,1
BBB,2013B,500791,543055,46,2
BBB,2013B,500958,542807,46,6
BBB,2013B,500791,542807,46,2
BBB,2013B,500958,543055,46,1
BBB,2013B,500815,542811,46,1
BBB,2013B,503878,542864,46,5
BBB,2013B,503878,542808,46,1
BBB,2013B,503878,542807,46,1
BBB,2013B,504028,542811,46,1
BBB,2013B,504028,542811,46,1
BBB,2013B,503878,543055,46,1
BBB,2013B,503878,542807,46,1
BBB,2013B,504028,542795,46,1
BBB,2013B,504028,542807,46,2
BBB,2013B,504028,543055,46,2
BBB,2013B,503878,542808,46,1
BBB,2013B,504028,542864,46,6
BBB,2013B,504028,542795,46,1
BBB,2013B,504028,542807,46,1
BBB,2013B,504028,542811,46,2
BBB,2013B,502694,542811,46,1
BBB,2013B,502717,543020,46,1
BBB,2013B,502717,543055,46,2
BBB,2013B,502717,542807,46,1
BBB,2013B,502717,542864,46,6
BBB,2013B,502694,542811,46,2
BBB,2013B,502717,542807,46,7
BBB,2013B,502717,543088,46,1
BBB,2013B,502441,542811,46,2
BBB,2013B,502441,542811,46,2
BBB,2013B,502694,542807,46,1
BBB,2013B,502604,542864,46,1
BBB,2013B,503509,542864,46,2
BBB,2013B,503509,542807,46,2
BBB,2013B,503509,542807,46,2
BBB,2013B,508662,543020,46,1
BBB,2013B,508662,543058,46,1
BBB,2013B,508662,542864,46,7
BBB,2013B,508662,542795,46,2
BBB,2013B,508662,542811,46,6
BBB,2013B,508662,542807,46,21
BBB,2013B,508662,542811,46,1
BBB,2013B,508662,542795,46,8
BBB,2013B,508662,542807,46,29
BBB,2013B,508537,542811,46,1
BBB,2013B,508537,542807,46,2
BBB,2013B,508537,542807,46,3
BBB,2013B,508537,542864,46,3
BBB,2013B,508537,542811,46,1
BBB,2013B,509797,543071,46,1
BBB,2013B,509797,543188,46,3
BBB,2013B,509797,543186,46,2
BBB,2013B,509797,542864,46,1
BBB,2013B,509797,543068,46,2
BBB,2013B,509797,543066,46,1
BBB,2013B,509797,543065,46,3
BBB,2013B,509797,543169,46,1
BBB,2013B,509797,543054,46,2
BBB,2013B,509797,543190,46,3
BBB,2013B,511515,542864,46,11
BBB,2013B,511515,543192,46,1
BBB,2013B,511515,543190,46,4
BBB,2013B,511515,543054,46,2
BBB,2013B,511515,543065,46,8
BBB,2013B,511515,543066,46,6
BBB,2013B,511515,543189,46,1
BBB,2013B,511515,543186,46,1
BBB,2013B,511515,543037,46,1
BBB,2013B,511515,543055,46,1
BBB,2013B,511515,543169,46,3
BBB,2013B,511306,542807,46,21
BBB,2013B,511306,542811,46,4
BBB,2013B,511306,542795,46,1
BBB,2013B,511306,542864,46,10
BBB,2013B,511306,542811,46,3
BBB,2013B,511306,542807,46,23
BBB,2013B,510845,542811,46,5
BBB,2013B,510845,542811,46,5
BBB,2013B,510845,542811,46,1
BBB,2013B,510845,543038,46,1
BBB,2013B,510845,542864,46,4
BBB,2013B,510756,542864,46,1
BBB,2013B,510845,543055,46,1
BBB,2013B,510556,542811,46,1
BBB,2013B,510556,542807,46,24
BBB,2013B,510556,542864,46,2
BBB,2013B,510556,542807,46,22
BBB,2013B,510556,542811,46,2
BBB,2013B,505871,542864,46,1
BBB,2013B,505959,542811,46,1
BBB,2013B,505871,543055,46,1
BBB,2013B,506753,542864,46,1
BBB,2013B,506650,542811,46,2
BBB,2013B,506650,542891,46,1
BBB,2013B,506650,542891,46,1
BBB,2013B,506650,542891,46,1
BBB,2013B,506650,542864,46,2
BBB,2013B,506650,542891,46,1
BBB,2013B,506650,542811,46,2
BBB,2013B,506650,542891,46,9
BBB,2013B,506650,542891,46,1
BBB,2013B,505959,542807,46,3
BBB,2013B,505959,542811,46,6
BBB,2013B,505959,542807,46,4
BBB,2013B,505961,542864,46,2
BBB,2013B,505959,542864,46,2
BBB,2013B,505961,542811,46,2
BBB,2013B,505959,542811,46,3
BBB,2013B,505961,542811,46,3
BBB,2013B,480650,542864,46,5
BBB,2013B,480650,542807,46,16
BBB,2013B,480650,542807,46,14
BBB,2013B,480815,542864,46,10
BBB,2013B,480815,542891,46,2
BBB,2013B,480815,542891,46,9
BBB,2013B,480815,542891,46,2
BBB,2013B,480815,542807,46,2
BBB,2013B,480815,542807,46,1
BBB,2013B,480815,542891,46,1
BBB,2013B,480650,542811,46,6
BBB,2013B,480815,542891,46,1
BBB,2013B,480815,542891,46,1
BBB,2013B,480650,542811,46,6
BBB,2013B,480815,543055,46,3
BBB,2013B,480815,543041,46,1
BBB,2013B,480650,542811,46,2
BBB,2013B,481580,542807,46,6
BBB,2013B,481580,542864,46,4
BBB,2013B,481607,542811,46,2
BBB,2013B,481607,542811,46,2
BBB,2013B,481580,542807,46,7
BBB,2013B,481607,542864,46,4
BBB,2013B,472586,542891,46,1
BBB,2013B,472586,542891,46,1
BBB,2013B,472586,542891,46,7
BBB,2013B,472586,542891,46,1
BBB,2013B,472586,542891,46,2
BBB,2013B,472586,542864,46,3
BBB,2013B,472586,542891,46,1
BBB,2013B,483371,542864,46,4
BBB,2013B,483371,542891,46,2
BBB,2013B,482945,543066,46,4
BBB,2013B,483064,542807,46,13
BBB,2013B,483064,542864,46,4
BBB,2013B,483064,542807,46,11
BBB,2013B,482945,543169,46,1
BBB,2013B,483064,542812,46,1
BBB,2013B,482945,543189,46,1
BBB,2013B,482945,543192,46,1
BBB,2013B,483064,542811,46,7
BBB,2013B,483064,542808,46,1
BBB,2013B,483064,542795,46,4
BBB,2013B,483064,542811,46,4
BBB,2013B,482945,542891,46,1
BBB,2013B,482945,542864,46,6
BBB,2013B,483064,542795,46,2
BBB,2013B,482945,543055,46,3
BBB,2013B,482945,543054,46,2
BBB,2013B,482945,543038,46,1
BBB,2013B,482945,543186,46,1
BBB,2013B,483109,542864,46,1
BBB,2013B,483371,542891,46,7
BBB,2013B,483109,542811,46,1
BBB,2013B,483952,542811,46,1
BBB,2013B,483952,542864,46,1
BBB,2013B,483952,542811,46,2
BBB,2013B,479060,542807,46,1
BBB,2013B,479171,542811,46,2
BBB,2013B,479171,542811,46,1
BBB,2013B,479060,543028,46,1
BBB,2013B,479171,542807,46,3
BBB,2013B,479060,542864,46,4
BBB,2013B,479060,543058,46,1
BBB,2013B,479060,543050,46,1
BBB,2013B,479060,542807,46,30
BBB,2013B,479171,542864,46,4
BBB,2013B,479060,542807,46,32
BBB,2013B,479171,542807,46,3
BBB,2013B,479516,542864,46,1
BBB,2013B,479516,542811,46,1
BBB,2013B,479519,542807,46,3
BBB,2013B,479519,542864,46,1
BBB,2013B,479516,542811,46,1
BBB,2013B,480382,542891,46,7
BBB,2013B,480554,542807,46,5
BBB,2013B,480554,543055,46,5
BBB,2013B,480554,542891,46,2
BBB,2013B,480382,542891,46,1
BBB,2013B,480554,542807,46,7
BBB,2013B,480554,542864,46,7
BBB,2013B,480382,542811,46,1
BBB,2013B,480382,542864,46,2
BBB,2013B,480382,542891,46,4
BBB,2013B,480382,542891,46,1
BBB,2013B,480554,542891,46,3
BBB,2013B,480382,542891,46,1
BBB,2013B,480382,542891,46,1
BBB,2013B,480554,543058,46,1
BBB,2013B,476596,542807,46,71
BBB,2013B,476457,542864,46,1
BBB,2013B,476596,542864,46,9
BBB,2013B,476596,542807,46,5
BBB,2013B,476596,543020,46,1
BBB,2013B,476457,542811,46,1
BBB,2013B,476457,542811,46,1
BBB,2013B,476596,543055,46,4
BBB,2013B,476596,543058,46,1
BBB,2013B,476596,542807,46,48
BBB,2013B,476457,543038,46,1
BBB,2013B,477011,542811,46,4
BBB,2013B,477011,542811,46,5
BBB,2013B,477011,542864,46,4
BBB,2013B,477011,543038,46,1
BBB,2013B,476201,542811,46,10
BBB,2013B,476201,542807,46,1
BBB,2013B,476297,542864,46,1
BBB,2013B,476201,542811,46,7
BBB,2013B,476201,542864,46,4
BBB,2013B,476201,542807,46,1
BBB,2013B,475095,543055,46,1
BBB,2013B,475095,543066,46,1
BBB,2013B,475095,542864,46,10
BBB,2013B,475095,542811,46,1
BBB,2013B,475095,542891,46,1
BBB,2013B,475095,542811,46,2
BBB,2013B,471525,542811,46,3
BBB,2013B,471525,542864,46,2
BBB,2013B,471525,542811,46,1
BBB,2013B,471525,542811,46,3
BBB,2013B,470318,542864,46,4
BBB,2013B,470653,542864,46,3
BBB,2013B,470653,543055,46,1
BBB,2013B,478317,542807,46,6
BBB,2013B,478317,542811,46,1
BBB,2013B,478317,542864,46,5
BBB,2013B,478317,542807,46,7
BBB,2013B,478317,542811,46,1
BBB,2013B,478792,543057,46,1
BBB,2013B,478792,543139,46,1
BBB,2013B,478792,543042,46,1
BBB,2013B,478792,543058,46,1
BBB,2013B,478792,542864,46,2
BBB,2013B,478792,543100,46,1
BBB,2013B,477164,542864,46,1
BBB,2013B,477835,542891,46,1
BBB,2013B,477835,542864,46,2
BBB,2013B,447759,542807,46,15
BBB,2013B,447759,542807,46,13
BBB,2013B,447759,542811,46,1
BBB,2013B,447759,542864,46,5
BBB,2013B,446856,542807,46,2
BBB,2013B,446856,542807,46,1
BBB,2013B,446856,542864,46,1
BBB,2013B,443288,542807,46,11
BBB,2013B,443288,542807,46,10
BBB,2013B,443288,542864,46,1
BBB,2013B,442012,542811,46,3
BBB,2013B,443108,542811,46,1
BBB,2013B,443108,542864,46,3
BBB,2013B,443108,542811,46,1
BBB,2013B,467035,542811,46,1
BBB,2013B,467035,542811,46,2
BBB,2013B,467035,542864,46,5
BBB,2013B,467035,543038,46,1
BBB,2013B,465730,542864,46,1
BBB,2013B,465599,542811,46,2
BBB,2013B,465599,542811,46,1
BBB,2013B,465599,542864,46,2
BBB,2013B,440057,542795,46,1
BBB,2013B,439857,542811,46,1
BBB,2013B,440057,542811,46,2
BBB,2013B,440057,542811,46,1
BBB,2013B,439857,543088,46,2
BBB,2013B,440057,542795,46,1
BBB,2013B,440057,542864,46,1
BBB,2013B,439857,543055,46,2
BBB,2013B,439857,542864,46,3
BBB,2013B,440057,542811,46,1
BBB,2013B,440509,542864,46,1
BBB,2013B,442012,542811,46,3
BBB,2013B,442012,542864,46,1
BBB,2013B,435245,542811,46,1
BBB,2013B,434646,542807,46,5
BBB,2013B,434646,542807,46,1
BBB,2013B,435245,542811,46,1
BBB,2013B,434646,542864,46,2
BBB,2013B,435245,542807,46,2
BBB,2013B,435245,542811,46,1
BBB,2013B,435245,542807,46,4
BBB,2013B,434646,542811,46,1
BBB,2013B,435245,542864,46,6
BBB,2013B,435245,542807,46,12
BBB,2013B,467035,542811,46,1
BBB,2013B,468949,543038,46,1
BBB,2013B,468949,542864,46,6
BBB,2013B,468949,542811,46,2
BBB,2013B,468792,543186,46,1
BBB,2013B,468792,543054,46,1
BBB,2013B,468949,542811,46,4
BBB,2013B,468792,542864,46,4
BBB,2013B,468792,543038,46,1
BBB,2013B,468792,543055,46,2
BBB,2013B,445065,542807,46,17
BBB,2013B,445065,543038,46,1
BBB,2013B,445065,543194,46,1
BBB,2013B,445065,543028,46,2
BBB,2013B,445065,543050,46,3
BBB,2013B,445065,542864,46,8
BBB,2013B,445065,542891,46,1
BBB,2013B,445065,542811,46,3
BBB,2013B,445065,543058,46,2
BBB,2013B,445065,542811,46,1
BBB,2013B,445065,543051,46,2
BBB,2013B,445065,542807,46,1
BBB,2013B,445065,542807,46,20
BBB,2013B,445889,543055,46,1
BBB,2013B,445889,542811,46,2
BBB,2013B,445889,542811,46,3
BBB,2013B,445889,542864,46,3
BBB,2013B,518189,543294,46,1
BBB,2013B,518189,543020,46,4
BBB,2013B,518189,542795,46,3
BBB,2013B,518189,542864,46,18
BBB,2013B,518189,542807,46,1
BBB,2013B,518189,542807,46,1
BBB,2013B,518189,542811,46,3
BBB,2013B,518189,542811,46,1
BBB,2013B,518189,543301,46,2
BBB,2013B,518189,542891,46,1
BBB,2013B,518189,543270,46,1
BBB,2013B,518189,543228,46,1
BBB,2013B,518189,543191,46,1
BBB,2013B,517890,542864,46,1
BBB,2013B,518189,543054,46,1
BBB,2013B,518189,543055,46,2
BBB,2013B,518189,543065,46,5
BBB,2013B,518189,543066,46,2
BBB,2013B,518189,543116,46,1
BBB,2013B,518189,543169,46,1
BBB,2013B,518189,542795,46,2
BBB,2013B,518189,543189,46,1
BBB,2013B,518189,543038,46,1
BBB,2013B,517617,542864,46,1
BBB,2013B,517474,542811,46,2
BBB,2013B,517474,542864,46,4
BBB,2013B,517474,542811,46,2
BBB,2013B,517617,542811,46,8
BBB,2013B,517617,542811,46,9
BBB,2013B,516495,543273,46,1
BBB,2013B,516495,542811,46,1
BBB,2013B,516432,542811,46,4
BBB,2013B,516495,543043,46,1
BBB,2013B,516495,543058,46,1
BBB,2013B,516495,542864,46,5
BBB,2013B,516432,542864,46,2
BBB,2013B,516495,543055,46,1
BBB,2013B,516495,543242,46,1
BBB,2013B,516495,543088,46,2
BBB,2013B,516432,542811,46,3
BBB,2013B,516495,542811,46,2
BBB,2013B,521430,542811,46,6
BBB,2013B,521430,542795,46,11
BBB,2013B,521430,542807,46,34
BBB,2013B,521430,542811,46,2
BBB,2013B,521430,542864,46,5
BBB,2013B,521430,542795,46,5
BBB,2013B,521430,542811,46,1
BBB,2013B,521430,542811,46,3
BBB,2013B,521430,542807,46,28
BBB,2013B,521096,542807,46,4
BBB,2013B,521096,542864,46,5
BBB,2013B,521096,542811,46,7
BBB,2013B,521096,542795,46,1
BBB,2013B,521096,542811,46,1
BBB,2013B,521096,542811,46,4
BBB,2013B,521096,542807,46,5
BBB,2013B,521096,542811,46,2
BBB,2013B,521096,542795,46,1
BBB,2013B,520836,543020,46,1
BBB,2013B,520836,542808,46,1
BBB,2013B,520836,542811,46,5
BBB,2013B,520836,542811,46,1
BBB,2013B,520836,542794,46,1
BBB,2013B,520836,542811,46,3
BBB,2013B,520836,542864,46,9
BBB,2013B,514981,542864,46,2
BBB,2013B,514981,542807,46,14
BBB,2013B,514981,542811,46,2
BBB,2013B,514981,542804,46,1
BBB,2013B,514981,542795,46,10
BBB,2013B,514981,542795,46,2
BBB,2013B,514981,542807,46,6
BBB,2013B,514981,542794,46,2
BBB,2013B,515105,542864,46,7
BBB,2013B,515105,543055,46,1
BBB,2013B,515105,543038,46,1
BBB,2013B,515311,542864,46,1
BBB,2013B,515311,543020,46,1
BBB,2013B,516057,542811,46,2
BBB,2013B,516057,542811,46,1
BBB,2013B,516057,542864,46,2
BBB,2013B,522249,542864,46,2
BBB,2013B,522383,542811,46,5
BBB,2013B,522383,543038,46,2
BBB,2013B,522383,542864,46,4
BBB,2013B,522383,542811,46,5
BBB,2013B,524101,542864,46,9
BBB,2013B,524101,542795,46,2
BBB,2013B,524101,542811,46,1
BBB,2013B,524101,542811,46,12
BBB,2013B,524101,542807,46,9
BBB,2013B,524101,543065,46,1
BBB,2013B,524101,542807,46,8
BBB,2013B,524101,542811,46,14
BBB,2013B,524452,542811,46,3
BBB,2013B,524452,542864,46,2
BBB,2013B,524452,542811,46,3
BBB,2013B,523672,542811,46,3
BBB,2013B,523672,542812,46,2
BBB,2013B,523672,542811,46,1
